
Host: node54.bme.utexas.edu

Timers On : Mon Sep  9 16:03:23 2019
Timers Off: Mon Sep  9 16:17:59 2019

Wall Time:      875.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Module                                       User      System        Wall        Calls
JK: (A|mn)                          :     42.233u      0.000s      6.344w      1 calls
JK: (A|Q)^-1/2                      :      4.033u      0.133s      0.652w      1 calls
JK: (Q|mn)                          :     25.800u      0.133s      3.895w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.086w      3 calls
HF: Form S/X                        :      1.583u      0.067s      0.246w      3 calls
HF: Guess                           :     10.600u      0.667s      1.747w      3 calls
SAD Guess                           :     10.383u      0.650s      1.704w      3 calls
HF: Form G                          :    319.467u      3.333s     48.520w     31 calls
JK: D                               :      0.150u      0.000s      0.014w     31 calls
JK: USO2AO                          :      0.033u      0.000s      0.014w     31 calls
JK: JK                              :    319.017u      3.333s     48.461w     31 calls
JK: J                               :     23.633u      0.433s      3.623w     31 calls
JK: J1                              :     12.083u      0.217s      1.851w     31 calls
JK: J2                              :     11.233u      0.167s      1.717w     31 calls
JK: K                               :    289.933u      1.117s     43.757w     31 calls
JK: K1                              :    257.550u      0.917s     38.862w     31 calls
JK: K2                              :     32.333u      0.200s      4.888w     31 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     31 calls
HF: Form F                          :      0.083u      0.000s      0.016w     31 calls
HF: Form D                          :      0.067u      0.000s      0.014w     31 calls
HF: DIIS                            :      5.950u      0.700s      2.078w     28 calls
DIISManager::add_entry              :      1.600u      0.250s      1.360w     28 calls
DIISManager::extrapolate            :      1.283u      0.417s      0.240w     28 calls
bMatrix setup                       :      0.650u      0.250s      0.131w     28 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.003w     28 calls
New vector                          :      0.600u      0.167s      0.106w     28 calls
HF: Form C                          :     16.467u      0.483s      2.556w     28 calls
DF Integrals                        :    669.517u    115.933s    241.464w      1 calls
Omega Integrals                     :      4.117u      3.950s      3.316w      1 calls
Amplitudes                          :   3604.467u     51.067s    571.742w      1 calls
Elst10                              :      0.000u      0.000s      0.001w      1 calls
Exch10 S^2                          :      0.033u      0.000s      0.006w      1 calls
Exch10                              :      0.067u      0.017s      0.012w      1 calls
Ind20,r                             :    159.783u      2.967s     24.577w      1 calls
Exch-Ind20,r                        :      2.383u      0.433s      0.423w      1 calls
Disp20                              :      3.883u      0.250s      0.622w      1 calls
Exch-Disp20                         :     94.117u      1.333s     14.568w      1 calls
Elst12                              :      0.017u      0.000s      0.002w      1 calls
Exch11                              :      0.983u      0.200s      0.181w      1 calls
Exch12                              :    717.050u     19.317s    117.875w      1 calls
Ind22                               :     70.083u     12.050s     17.354w      1 calls
Disp21                              :      1.900u      0.567s      0.372w      1 calls
Disp22 (SDQ)                        :    158.483u      7.333s     27.398w      1 calls
Disp22 (T)                          :   3784.200u     35.017s    605.609w      1 calls

--------------------------------------------------------------------------------------
JK: (A|mn)                          :     42.233u      0.000s      6.344w      1 calls
JK: (A|Q)^-1/2                      :      4.033u      0.133s      0.652w      1 calls
JK: (Q|mn)                          :     25.800u      0.133s      3.895w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.086w      3 calls
HF: Form S/X                        :      1.583u      0.067s      0.246w      3 calls
HF: Guess                           :     10.600u      0.667s      1.747w      3 calls
| SAD Guess                         :     10.383u      0.650s      1.704w      3 calls
HF: Form G                          :    319.467u      3.333s     48.520w     31 calls
| JK: D                             :      0.150u      0.000s      0.014w     31 calls
| JK: USO2AO                        :      0.033u      0.000s      0.014w     31 calls
| JK: JK                            :    319.017u      3.333s     48.461w     31 calls
| | JK: J                           :     23.633u      0.433s      3.623w     31 calls
| | | JK: J1                        :     12.083u      0.217s      1.851w     31 calls
| | | JK: J2                        :     11.233u      0.167s      1.717w     31 calls
| | JK: K                           :    289.933u      1.117s     43.757w     31 calls
| | | JK: K1                        :    257.550u      0.917s     38.862w     31 calls
| | | JK: K2                        :     32.333u      0.200s      4.888w     31 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     31 calls
HF: Form F                          :      0.083u      0.000s      0.016w     31 calls
HF: Form D                          :      0.067u      0.000s      0.014w     31 calls
HF: DIIS                            :      5.950u      0.700s      2.078w     28 calls
| DIISManager::add_entry            :      1.600u      0.250s      1.360w     28 calls
| DIISManager::extrapolate          :      1.283u      0.417s      0.240w     28 calls
| | bMatrix setup                   :      0.650u      0.250s      0.131w     28 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.003w     28 calls
| | New vector                      :      0.600u      0.167s      0.106w     28 calls
HF: Form C                          :     16.467u      0.483s      2.556w     28 calls
DF Integrals                        :    669.517u    115.933s    241.464w      1 calls
Omega Integrals                     :      4.117u      3.950s      3.316w      1 calls
Amplitudes                          :   3604.467u     51.067s    571.742w      1 calls
Elst10                              :      0.000u      0.000s      0.001w      1 calls
Exch10 S^2                          :      0.033u      0.000s      0.006w      1 calls
Exch10                              :      0.067u      0.017s      0.012w      1 calls
Ind20,r                             :    159.783u      2.967s     24.577w      1 calls
Exch-Ind20,r                        :      2.383u      0.433s      0.423w      1 calls
Disp20                              :      3.883u      0.250s      0.622w      1 calls
Exch-Disp20                         :     94.117u      1.333s     14.568w      1 calls
Elst12                              :      0.017u      0.000s      0.002w      1 calls
Exch11                              :      0.983u      0.200s      0.181w      1 calls
Exch12                              :    717.050u     19.317s    117.875w      1 calls
Ind22                               :     70.083u     12.050s     17.354w      1 calls
Disp21                              :      1.900u      0.567s      0.372w      1 calls
Disp22 (SDQ)                        :    158.483u      7.333s     27.398w      1 calls
Disp22 (T)                          :   3784.200u     35.017s    605.609w      1 calls

**************************************************************************************

Host: node51.bme.utexas.edu

Timers On : Tue Sep 10 11:40:45 2019
Timers Off: Tue Sep 10 11:56:42 2019

Wall Time:      957.08 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (A|mn)                          :     20.883u      0.000s      3.137w      1 calls
JK: (A|Q)^-1/2                      :      2.883u      0.150s      0.495w      1 calls
JK: (Q|mn)                          :     10.683u      0.033s      1.610w      1 calls
HF: Form core H                     :      0.033u      0.033s      0.099w      3 calls
HF: Form S/X                        :      1.050u      0.067s      0.182w      3 calls
HF: Guess                           :     16.367u      0.917s      2.705w      3 calls
SAD Guess                           :     16.150u      0.917s      2.664w      3 calls
HF: Form G                          :    194.017u      1.517s     29.426w     40 calls
JK: D                               :      0.067u      0.000s      0.012w     40 calls
JK: USO2AO                          :      0.067u      0.017s      0.013w     40 calls
JK: JK                              :    193.683u      1.483s     29.375w     40 calls
JK: J                               :     14.017u      0.067s      2.128w     40 calls
JK: J1                              :      6.933u      0.033s      1.034w     40 calls
JK: J2                              :      6.833u      0.017s      1.047w     40 calls
JK: K                               :    175.900u      0.117s     26.488w     40 calls
JK: K1                              :    157.933u      0.017s     23.789w     40 calls
JK: K2                              :     17.883u      0.100s      2.692w     40 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     40 calls
HF: Form F                          :      0.100u      0.000s      0.013w     40 calls
HF: Form D                          :      0.100u      0.000s      0.012w     40 calls
HF: DIIS                            :      5.150u      0.550s      5.904w     37 calls
DIISManager::add_entry              :      1.300u      0.250s      5.279w     37 calls
DIISManager::extrapolate            :      1.367u      0.250s      0.244w     37 calls
bMatrix setup                       :      0.700u      0.133s      0.127w     37 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.004w     37 calls
New vector                          :      0.667u      0.117s      0.112w     37 calls
HF: Form C                          :     12.783u      0.350s      1.981w     37 calls
DF Integrals                        :    293.850u     25.700s     54.901w      1 calls
Omega Integrals                     :      2.900u      1.617s      1.300w      1 calls
Amplitudes                          :    635.317u     34.067s    132.096w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.000s      0.002w      1 calls
Exch10                              :      0.017u      0.000s      0.004w      1 calls
Ind20,r                             :     46.467u      1.333s      7.177w      1 calls
Exch-Ind20,r                        :      1.167u      0.217s      0.208w      1 calls
Disp20                              :      2.967u      0.167s      0.472w      1 calls
Exch-Disp20                         :     39.400u      1.950s      6.524w      1 calls
Elst12                              :      0.017u      0.000s      0.001w      1 calls
Exch11                              :      0.517u      0.083s      0.092w      1 calls
Exch12                              :    260.783u     16.717s     46.428w      1 calls
Ind22                               :     34.417u      6.250s      8.031w      1 calls
Disp21                              :      1.533u      0.433s      0.297w      1 calls
Disp22 (SDQ)                        :     69.167u      4.267s     11.704w      1 calls
Disp22 (T)                          :   4138.567u     72.233s    633.103w      1 calls

--------------------------------------------------------------------------------------
JK: (A|mn)                          :     20.883u      0.000s      3.137w      1 calls
JK: (A|Q)^-1/2                      :      2.883u      0.150s      0.495w      1 calls
JK: (Q|mn)                          :     10.683u      0.033s      1.610w      1 calls
HF: Form core H                     :      0.033u      0.033s      0.099w      3 calls
HF: Form S/X                        :      1.050u      0.067s      0.182w      3 calls
HF: Guess                           :     16.367u      0.917s      2.705w      3 calls
| SAD Guess                         :     16.150u      0.917s      2.664w      3 calls
HF: Form G                          :    194.017u      1.517s     29.426w     40 calls
| JK: D                             :      0.067u      0.000s      0.012w     40 calls
| JK: USO2AO                        :      0.067u      0.017s      0.013w     40 calls
| JK: JK                            :    193.683u      1.483s     29.375w     40 calls
| | JK: J                           :     14.017u      0.067s      2.128w     40 calls
| | | JK: J1                        :      6.933u      0.033s      1.034w     40 calls
| | | JK: J2                        :      6.833u      0.017s      1.047w     40 calls
| | JK: K                           :    175.900u      0.117s     26.488w     40 calls
| | | JK: K1                        :    157.933u      0.017s     23.789w     40 calls
| | | JK: K2                        :     17.883u      0.100s      2.692w     40 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     40 calls
HF: Form F                          :      0.100u      0.000s      0.013w     40 calls
HF: Form D                          :      0.100u      0.000s      0.012w     40 calls
HF: DIIS                            :      5.150u      0.550s      5.904w     37 calls
| DIISManager::add_entry            :      1.300u      0.250s      5.279w     37 calls
| DIISManager::extrapolate          :      1.367u      0.250s      0.244w     37 calls
| | bMatrix setup                   :      0.700u      0.133s      0.127w     37 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.004w     37 calls
| | New vector                      :      0.667u      0.117s      0.112w     37 calls
HF: Form C                          :     12.783u      0.350s      1.981w     37 calls
DF Integrals                        :    293.850u     25.700s     54.901w      1 calls
Omega Integrals                     :      2.900u      1.617s      1.300w      1 calls
Amplitudes                          :    635.317u     34.067s    132.096w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.000s      0.002w      1 calls
Exch10                              :      0.017u      0.000s      0.004w      1 calls
Ind20,r                             :     46.467u      1.333s      7.177w      1 calls
Exch-Ind20,r                        :      1.167u      0.217s      0.208w      1 calls
Disp20                              :      2.967u      0.167s      0.472w      1 calls
Exch-Disp20                         :     39.400u      1.950s      6.524w      1 calls
Elst12                              :      0.017u      0.000s      0.001w      1 calls
Exch11                              :      0.517u      0.083s      0.092w      1 calls
Exch12                              :    260.783u     16.717s     46.428w      1 calls
Ind22                               :     34.417u      6.250s      8.031w      1 calls
Disp21                              :      1.533u      0.433s      0.297w      1 calls
Disp22 (SDQ)                        :     69.167u      4.267s     11.704w      1 calls
Disp22 (T)                          :   4138.567u     72.233s    633.103w      1 calls

**************************************************************************************

Host: node51.bme.utexas.edu

Timers On : Tue Sep 10 11:40:45 2019
Timers Off: Tue Sep 10 12:06:37 2019

Wall Time:     1551.74 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (A|mn)                          :     42.083u      0.000s      6.326w      1 calls
JK: (A|Q)^-1/2                      :      3.950u      0.100s      0.609w      1 calls
JK: (Q|mn)                          :     25.833u      0.033s      3.887w      1 calls
HF: Form core H                     :      0.033u      0.017s      0.224w      3 calls
HF: Form S/X                        :      1.583u      0.050s      0.243w      3 calls
HF: Guess                           :     10.267u      0.500s      3.667w      3 calls
SAD Guess                           :     10.017u      0.483s      3.625w      3 calls
HF: Form G                          :    289.700u      1.833s     43.854w     31 calls
JK: D                               :      0.117u      0.000s      0.014w     31 calls
JK: USO2AO                          :      0.067u      0.000s      0.014w     31 calls
JK: JK                              :    289.233u      1.817s     43.798w     31 calls
JK: J                               :     17.783u      0.133s      2.702w     31 calls
JK: J1                              :      8.967u      0.083s      1.351w     31 calls
JK: J2                              :      8.550u      0.000s      1.295w     31 calls
JK: K                               :    265.917u      0.167s     40.019w     31 calls
JK: K1                              :    233.483u      0.100s     35.138w     31 calls
JK: K2                              :     32.333u      0.067s      4.873w     31 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     31 calls
HF: Form F                          :      0.117u      0.000s      0.015w     31 calls
HF: Form D                          :      0.117u      0.000s      0.014w     31 calls
HF: DIIS                            :      6.517u      0.667s     10.723w     28 calls
DIISManager::add_entry              :      2.400u      0.367s     10.041w     28 calls
DIISManager::extrapolate            :      1.033u      0.250s      0.207w     28 calls
bMatrix setup                       :      0.467u      0.133s      0.098w     28 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.002w     28 calls
New vector                          :      0.567u      0.117s      0.106w     28 calls
HF: Form C                          :     16.400u      0.400s      2.523w     28 calls
DF Integrals                        :    619.467u     97.600s    157.022w      1 calls
Omega Integrals                     :      4.567u      4.467s      3.838w      1 calls
Amplitudes                          :   3440.133u     66.867s    558.063w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.000s      0.005w      1 calls
Exch10                              :      0.083u      0.017s      0.014w      1 calls
Ind20,r                             :    162.667u      3.150s     25.074w      1 calls
Exch-Ind20,r                        :      2.467u      0.450s      0.438w      1 calls
Disp20                              :      3.867u      0.267s      0.621w      1 calls
Exch-Disp20                         :     95.833u      1.533s     14.904w      1 calls
Elst12                              :      0.017u      0.000s      0.002w      1 calls
Exch11                              :      0.983u      0.233s      0.183w      1 calls
Exch12                              :    734.867u     47.150s    139.431w      1 calls
Ind22                               :     71.533u     13.767s     19.844w      1 calls
Disp21                              :      1.867u      0.583s      0.369w      1 calls
Disp22 (SDQ)                        :    157.050u      7.883s     27.995w      1 calls
Disp22 (T)                          :   3339.500u     36.517s    519.097w      1 calls

--------------------------------------------------------------------------------------
JK: (A|mn)                          :     42.083u      0.000s      6.326w      1 calls
JK: (A|Q)^-1/2                      :      3.950u      0.100s      0.609w      1 calls
JK: (Q|mn)                          :     25.833u      0.033s      3.887w      1 calls
HF: Form core H                     :      0.033u      0.017s      0.224w      3 calls
HF: Form S/X                        :      1.583u      0.050s      0.243w      3 calls
HF: Guess                           :     10.267u      0.500s      3.667w      3 calls
| SAD Guess                         :     10.017u      0.483s      3.625w      3 calls
HF: Form G                          :    289.700u      1.833s     43.854w     31 calls
| JK: D                             :      0.117u      0.000s      0.014w     31 calls
| JK: USO2AO                        :      0.067u      0.000s      0.014w     31 calls
| JK: JK                            :    289.233u      1.817s     43.798w     31 calls
| | JK: J                           :     17.783u      0.133s      2.702w     31 calls
| | | JK: J1                        :      8.967u      0.083s      1.351w     31 calls
| | | JK: J2                        :      8.550u      0.000s      1.295w     31 calls
| | JK: K                           :    265.917u      0.167s     40.019w     31 calls
| | | JK: K1                        :    233.483u      0.100s     35.138w     31 calls
| | | JK: K2                        :     32.333u      0.067s      4.873w     31 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     31 calls
HF: Form F                          :      0.117u      0.000s      0.015w     31 calls
HF: Form D                          :      0.117u      0.000s      0.014w     31 calls
HF: DIIS                            :      6.517u      0.667s     10.723w     28 calls
| DIISManager::add_entry            :      2.400u      0.367s     10.041w     28 calls
| DIISManager::extrapolate          :      1.033u      0.250s      0.207w     28 calls
| | bMatrix setup                   :      0.467u      0.133s      0.098w     28 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.002w     28 calls
| | New vector                      :      0.567u      0.117s      0.106w     28 calls
HF: Form C                          :     16.400u      0.400s      2.523w     28 calls
DF Integrals                        :    619.467u     97.600s    157.022w      1 calls
Omega Integrals                     :      4.567u      4.467s      3.838w      1 calls
Amplitudes                          :   3440.133u     66.867s    558.063w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.000s      0.005w      1 calls
Exch10                              :      0.083u      0.017s      0.014w      1 calls
Ind20,r                             :    162.667u      3.150s     25.074w      1 calls
Exch-Ind20,r                        :      2.467u      0.450s      0.438w      1 calls
Disp20                              :      3.867u      0.267s      0.621w      1 calls
Exch-Disp20                         :     95.833u      1.533s     14.904w      1 calls
Elst12                              :      0.017u      0.000s      0.002w      1 calls
Exch11                              :      0.983u      0.233s      0.183w      1 calls
Exch12                              :    734.867u     47.150s    139.431w      1 calls
Ind22                               :     71.533u     13.767s     19.844w      1 calls
Disp21                              :      1.867u      0.583s      0.369w      1 calls
Disp22 (SDQ)                        :    157.050u      7.883s     27.995w      1 calls
Disp22 (T)                          :   3339.500u     36.517s    519.097w      1 calls

**************************************************************************************

Host: node51.bme.utexas.edu

Timers On : Tue Sep 10 12:06:49 2019
Timers Off: Tue Sep 10 12:21:08 2019

Wall Time:      859.28 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (A|mn)                          :     20.767u      0.000s      3.121w      1 calls
JK: (A|Q)^-1/2                      :      2.517u      0.117s      0.394w      1 calls
JK: (Q|mn)                          :     10.617u      0.033s      1.602w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.058w      3 calls
HF: Form S/X                        :      0.817u      0.050s      0.132w      3 calls
HF: Guess                           :     15.867u      1.033s      2.537w      3 calls
SAD Guess                           :     15.600u      1.000s      2.496w      3 calls
HF: Form G                          :    178.317u      1.683s     27.086w     38 calls
JK: D                               :      0.133u      0.000s      0.010w     38 calls
JK: USO2AO                          :      0.033u      0.000s      0.011w     38 calls
JK: JK                              :    177.967u      1.683s     27.039w     38 calls
JK: J                               :     12.117u      0.167s      1.843w     38 calls
JK: J1                              :      5.967u      0.067s      0.906w     38 calls
JK: J2                              :      5.967u      0.050s      0.896w     38 calls
JK: K                               :    162.283u      0.417s     24.485w     38 calls
JK: K1                              :    145.817u      0.317s     21.998w     38 calls
JK: K2                              :     16.400u      0.100s      2.480w     38 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     38 calls
HF: Form F                          :      0.067u      0.000s      0.014w     38 calls
HF: Form D                          :      0.033u      0.017s      0.012w     38 calls
HF: DIIS                            :      3.767u      0.550s      0.640w     35 calls
DIISManager::add_entry              :      0.550u      0.117s      0.092w     35 calls
DIISManager::extrapolate            :      1.133u      0.367s      0.213w     35 calls
bMatrix setup                       :      0.550u      0.183s      0.105w     35 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.003w     35 calls
New vector                          :      0.550u      0.183s      0.104w     35 calls
HF: Form C                          :     11.350u      0.283s      1.750w     35 calls
DF Integrals                        :    312.650u     35.417s    117.269w      1 calls
Omega Integrals                     :      2.417u      1.800s      1.503w      1 calls
Amplitudes                          :    530.833u     18.317s     87.715w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.017s      0.003w      1 calls
Exch10                              :      0.033u      0.000s      0.006w      1 calls
Ind20,r                             :     59.533u      2.200s      9.278w      1 calls
Exch-Ind20,r                        :      2.017u      0.400s      0.364w      1 calls
Disp20                              :      3.900u      0.283s      0.628w      1 calls
Exch-Disp20                         :     50.317u      1.417s      7.852w      1 calls
Elst12                              :      0.017u      0.000s      0.001w      1 calls
Exch11                              :      0.700u      0.133s      0.125w      1 calls
Exch12                              :    298.583u     12.967s     50.284w      1 calls
Ind22                               :     50.800u      9.933s     12.369w      1 calls
Disp21                              :      2.367u      0.667s      0.458w      1 calls
Disp22 (SDQ)                        :     86.300u      7.017s     15.389w      1 calls
Disp22 (T)                          :   3338.733u     54.983s    510.091w      1 calls

--------------------------------------------------------------------------------------
JK: (A|mn)                          :     20.767u      0.000s      3.121w      1 calls
JK: (A|Q)^-1/2                      :      2.517u      0.117s      0.394w      1 calls
JK: (Q|mn)                          :     10.617u      0.033s      1.602w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.058w      3 calls
HF: Form S/X                        :      0.817u      0.050s      0.132w      3 calls
HF: Guess                           :     15.867u      1.033s      2.537w      3 calls
| SAD Guess                         :     15.600u      1.000s      2.496w      3 calls
HF: Form G                          :    178.317u      1.683s     27.086w     38 calls
| JK: D                             :      0.133u      0.000s      0.010w     38 calls
| JK: USO2AO                        :      0.033u      0.000s      0.011w     38 calls
| JK: JK                            :    177.967u      1.683s     27.039w     38 calls
| | JK: J                           :     12.117u      0.167s      1.843w     38 calls
| | | JK: J1                        :      5.967u      0.067s      0.906w     38 calls
| | | JK: J2                        :      5.967u      0.050s      0.896w     38 calls
| | JK: K                           :    162.283u      0.417s     24.485w     38 calls
| | | JK: K1                        :    145.817u      0.317s     21.998w     38 calls
| | | JK: K2                        :     16.400u      0.100s      2.480w     38 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     38 calls
HF: Form F                          :      0.067u      0.000s      0.014w     38 calls
HF: Form D                          :      0.033u      0.017s      0.012w     38 calls
HF: DIIS                            :      3.767u      0.550s      0.640w     35 calls
| DIISManager::add_entry            :      0.550u      0.117s      0.092w     35 calls
| DIISManager::extrapolate          :      1.133u      0.367s      0.213w     35 calls
| | bMatrix setup                   :      0.550u      0.183s      0.105w     35 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.003w     35 calls
| | New vector                      :      0.550u      0.183s      0.104w     35 calls
HF: Form C                          :     11.350u      0.283s      1.750w     35 calls
DF Integrals                        :    312.650u     35.417s    117.269w      1 calls
Omega Integrals                     :      2.417u      1.800s      1.503w      1 calls
Amplitudes                          :    530.833u     18.317s     87.715w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.017s      0.003w      1 calls
Exch10                              :      0.033u      0.000s      0.006w      1 calls
Ind20,r                             :     59.533u      2.200s      9.278w      1 calls
Exch-Ind20,r                        :      2.017u      0.400s      0.364w      1 calls
Disp20                              :      3.900u      0.283s      0.628w      1 calls
Exch-Disp20                         :     50.317u      1.417s      7.852w      1 calls
Elst12                              :      0.017u      0.000s      0.001w      1 calls
Exch11                              :      0.700u      0.133s      0.125w      1 calls
Exch12                              :    298.583u     12.967s     50.284w      1 calls
Ind22                               :     50.800u      9.933s     12.369w      1 calls
Disp21                              :      2.367u      0.667s      0.458w      1 calls
Disp22 (SDQ)                        :     86.300u      7.017s     15.389w      1 calls
Disp22 (T)                          :   3338.733u     54.983s    510.091w      1 calls

**************************************************************************************

Host: node51.bme.utexas.edu

Timers On : Tue Sep 10 12:06:49 2019
Timers Off: Tue Sep 10 12:21:31 2019

Wall Time:      881.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (A|mn)                          :     20.767u      0.000s      3.119w      1 calls
JK: (A|Q)^-1/2                      :      2.533u      0.100s      0.395w      1 calls
JK: (Q|mn)                          :     10.800u      0.017s      1.634w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.052w      3 calls
HF: Form S/X                        :      0.983u      0.033s      0.156w      3 calls
HF: Guess                           :     16.317u      1.050s      2.614w      3 calls
SAD Guess                           :     16.033u      1.033s      2.573w      3 calls
HF: Form G                          :    190.967u      1.517s     28.902w     39 calls
JK: D                               :      0.083u      0.000s      0.011w     39 calls
JK: USO2AO                          :      0.117u      0.017s      0.012w     39 calls
JK: JK                              :    190.583u      1.483s     28.852w     39 calls
JK: J                               :     15.383u      0.217s      2.340w     39 calls
JK: J1                              :      7.350u      0.133s      1.119w     39 calls
JK: J2                              :      7.683u      0.067s      1.175w     39 calls
JK: K                               :    171.433u      0.050s     25.768w     39 calls
JK: K1                              :    154.850u      0.000s     23.274w     39 calls
JK: K2                              :     16.550u      0.050s      2.487w     39 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     39 calls
HF: Form F                          :      0.100u      0.017s      0.013w     39 calls
HF: Form D                          :      0.050u      0.000s      0.011w     39 calls
HF: DIIS                            :      4.217u      0.467s      0.709w     36 calls
DIISManager::add_entry              :      0.500u      0.100s      0.107w     36 calls
DIISManager::extrapolate            :      1.333u      0.367s      0.257w     36 calls
bMatrix setup                       :      0.700u      0.217s      0.140w     36 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.003w     36 calls
New vector                          :      0.617u      0.150s      0.114w     36 calls
HF: Form C                          :     13.417u      0.267s      2.061w     36 calls
DF Integrals                        :    319.167u     31.367s     62.250w      1 calls
Omega Integrals                     :      3.933u      2.367s      1.885w      1 calls
Amplitudes                          :    590.067u     17.467s     96.319w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.017s      0.004w      1 calls
Exch10                              :      0.050u      0.000s      0.007w      1 calls
Ind20,r                             :     49.167u      1.700s      7.642w      1 calls
Exch-Ind20,r                        :      1.300u      0.217s      0.228w      1 calls
Disp20                              :      3.067u      0.183s      0.488w      1 calls
Exch-Disp20                         :     39.150u      0.750s      6.020w      1 calls
Elst12                              :      0.000u      0.000s      0.001w      1 calls
Exch11                              :      0.550u      0.083s      0.096w      1 calls
Exch12                              :    319.267u     13.450s     53.543w      1 calls
Ind22                               :     43.933u      7.317s      9.966w      1 calls
Disp21                              :      1.717u      0.433s      0.324w      1 calls
Disp22 (SDQ)                        :     70.567u      4.267s     11.980w      1 calls
Disp22 (T)                          :   3818.033u     48.450s    581.185w      1 calls

--------------------------------------------------------------------------------------
JK: (A|mn)                          :     20.767u      0.000s      3.119w      1 calls
JK: (A|Q)^-1/2                      :      2.533u      0.100s      0.395w      1 calls
JK: (Q|mn)                          :     10.800u      0.017s      1.634w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.052w      3 calls
HF: Form S/X                        :      0.983u      0.033s      0.156w      3 calls
HF: Guess                           :     16.317u      1.050s      2.614w      3 calls
| SAD Guess                         :     16.033u      1.033s      2.573w      3 calls
HF: Form G                          :    190.967u      1.517s     28.902w     39 calls
| JK: D                             :      0.083u      0.000s      0.011w     39 calls
| JK: USO2AO                        :      0.117u      0.017s      0.012w     39 calls
| JK: JK                            :    190.583u      1.483s     28.852w     39 calls
| | JK: J                           :     15.383u      0.217s      2.340w     39 calls
| | | JK: J1                        :      7.350u      0.133s      1.119w     39 calls
| | | JK: J2                        :      7.683u      0.067s      1.175w     39 calls
| | JK: K                           :    171.433u      0.050s     25.768w     39 calls
| | | JK: K1                        :    154.850u      0.000s     23.274w     39 calls
| | | JK: K2                        :     16.550u      0.050s      2.487w     39 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     39 calls
HF: Form F                          :      0.100u      0.017s      0.013w     39 calls
HF: Form D                          :      0.050u      0.000s      0.011w     39 calls
HF: DIIS                            :      4.217u      0.467s      0.709w     36 calls
| DIISManager::add_entry            :      0.500u      0.100s      0.107w     36 calls
| DIISManager::extrapolate          :      1.333u      0.367s      0.257w     36 calls
| | bMatrix setup                   :      0.700u      0.217s      0.140w     36 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.003w     36 calls
| | New vector                      :      0.617u      0.150s      0.114w     36 calls
HF: Form C                          :     13.417u      0.267s      2.061w     36 calls
DF Integrals                        :    319.167u     31.367s     62.250w      1 calls
Omega Integrals                     :      3.933u      2.367s      1.885w      1 calls
Amplitudes                          :    590.067u     17.467s     96.319w      1 calls
Elst10                              :      0.000u      0.000s      0.000w      1 calls
Exch10 S^2                          :      0.017u      0.017s      0.004w      1 calls
Exch10                              :      0.050u      0.000s      0.007w      1 calls
Ind20,r                             :     49.167u      1.700s      7.642w      1 calls
